      time;      TAmb;      TDif;      TRes;_block_jacobian_check_tol;_cs_rel_tol;_cs_step_size;_events_default_tol;_events_tol_factor;_nle_solver_default_tol;_nle_solver_min_tol;_nle_solver_tol_factor;constantVoltage.V;constantVoltage.i;constantVoltage.n.i;constantVoltage.n.v;constantVoltage.p.i;constantVoltage.p.v;constantVoltage.v;fixedTemperature.T;fixedTemperature.port.Q_flow;fixedTemperature.port.T;ground.p.i;ground.p.v;heatCapacitor.C;heatCapacitor.T;heatCapacitor.der(T);heatCapacitor.der_T;heatCapacitor.port.Q_flow;heatingResistor.LossPower;heatingResistor.R;heatingResistor.R_ref;heatingResistor.T;heatingResistor.T_ref;heatingResistor.alpha;heatingResistor.heatPort.Q_flow;heatingResistor.i;heatingResistor.n.i;heatingResistor.n.v;heatingResistor.p.i;heatingResistor.p.v;heatingResistor.v;idealSwitch.Goff;idealSwitch.LossPower;idealSwitch.Ron;idealSwitch.T;idealSwitch.T_heatPort;idealSwitch.i;idealSwitch.n.i;idealSwitch.n.v;idealSwitch.p.i;idealSwitch.p.v;idealSwitch.s;idealSwitch.unitCurrent;idealSwitch.unitVoltage;idealSwitch.v;onOffController.bandwidth;onOffController.reference;onOffController.u;ramp.duration;ramp.height;ramp.offset;ramp.startTime;    ramp.y;temperatureSensor.T;temperatureSensor.port.Q_flow;thermalConductor.G;thermalConductor.Q_flow;thermalConductor.dT;thermalConductor.port_a.Q_flow;thermalConductor.port_b.Q_flow;thermalConductor.port_b.T;_cs_solver;_log_level;_nle_solver_log_level;_block_jacobian_check;_enforce_bounds;_nle_solver_check_jac_cond;_rescale_after_singular_jac;_rescale_each_step;_use_Brent_in_1d;_use_automatic_scaling;_use_jacobian_scaling;_use_manual_equation_scaling;heatingResistor.useHeatPort;idealSwitch.control;idealSwitch.useHeatPort;logicalNot.u;logicalNot.y;onOffController.pre_y_start;onOffController.y;indicators.z[0];indicators.z[1];indicators.z[2];indicators.z[3];solver.numSteps;solver.minStepSize;solver.maxStepSize;solver.minOrder;solver.maxOrder;solver.numStateEvents;solver.numTimeEvents;   TAmb_cc;   TDif_cc;TRes=heatCapacitor.T_cc;_block_jacobian_check_cc;_block_jacobian_check_tol_cc;_cs_rel_tol_cc;_cs_solver_cc;_cs_step_size_cc;_enforce_bounds_cc;_events_default_tol_cc;_events_tol_factor_cc;_log_level_cc;_nle_solver_check_jac_cond_cc;_nle_solver_default_tol_cc;_nle_solver_log_level_cc;_nle_solver_min_tol_cc;_nle_solver_tol_factor_cc;_rescale_after_singular_jac_cc;_rescale_each_step_cc;_use_Brent_in_1d_cc;_use_automatic_scaling_cc;_use_jacobian_scaling_cc;_use_manual_equation_scaling_cc;constantVoltage.V_cc;constantVoltage.i=-heatingResistor.p.i_cc;constantVoltage.n.i=heatingResistor.p.i_cc;constantVoltage.n.v_cc;constantVoltage.p.i=-heatingResistor.p.i_cc;constantVoltage.p.v_cc;constantVoltage.v=constantVoltage.V_cc;fixedTemperature.T_cc;fixedTemperature.port.Q_flow=thermalConductor.port_a.Q_flow_cc;fixedTemperature.port.T=fixedTemperature.T_cc;ground.p.i_cc;ground.p.v=constantVoltage.n.v_cc;heatCapacitor.C_cc;heatCapacitor.T_cc;heatCapacitor.der(T)_cc;heatCapacitor.der_T_cc;heatCapacitor.port.Q_flow_cc;heatCapacitor.port.T=heatCapacitor.T_cc;heatingResistor.LossPower=-heatingResistor.heatPort.Q_flow_cc;heatingResistor.R_cc;heatingResistor.R_ref_cc;heatingResistor.T_cc;heatingResistor.T_heatPort=heatCapacitor.T_cc;heatingResistor.T_ref_cc;heatingResistor.alpha_cc;heatingResistor.heatPort.Q_flow_cc;heatingResistor.heatPort.T=heatCapacitor.T_cc;heatingResistor.i=heatingResistor.p.i_cc;heatingResistor.n.i=-heatingResistor.p.i_cc;heatingResistor.n.v=constantVoltage.n.v_cc;heatingResistor.p.i_cc;heatingResistor.p.v_cc;heatingResistor.useHeatPort_cc;heatingResistor.v_cc;idealSwitch.Goff_cc;idealSwitch.LossPower_cc;idealSwitch.Ron_cc;idealSwitch.T_cc;idealSwitch.T_heatPort=idealSwitch.T_cc;idealSwitch.control_cc;idealSwitch.i=heatingResistor.p.i_cc;idealSwitch.n.i=-heatingResistor.p.i_cc;idealSwitch.n.v=heatingResistor.p.v_cc;idealSwitch.p.i=heatingResistor.p.i_cc;idealSwitch.p.v=constantVoltage.p.v_cc;idealSwitch.s_cc;idealSwitch.unitCurrent_cc;idealSwitch.unitVoltage_cc;idealSwitch.useHeatPort_cc;idealSwitch.v_cc;logicalNot.u_cc;logicalNot.y=idealSwitch.control_cc;onOffController.bandwidth_cc;onOffController.pre_y_start_cc;onOffController.reference_cc;onOffController.u_cc;onOffController.y=logicalNot.u_cc;ramp.duration_cc;ramp.height_cc;ramp.offset_cc;ramp.startTime_cc;ramp.y=onOffController.reference_cc;temperatureSensor.T=onOffController.u_cc;temperatureSensor.port.Q_flow_cc;temperatureSensor.port.T=heatCapacitor.T_cc;thermalConductor.G_cc;thermalConductor.Q_flow=thermalConductor.port_a.Q_flow_cc;thermalConductor.dT_cc;thermalConductor.port_a.Q_flow_cc;thermalConductor.port_a.T=heatCapacitor.T_cc;thermalConductor.port_b.Q_flow=-thermalConductor.port_a.Q_flow_cc;thermalConductor.port_b.T=fixedTemperature.T_cc;qtronic.silver.allow_non_virtual_can;qtronic.silver.env.PROCESSOR_LEVEL;qtronic.silver.env.NUMBER_OF_PROCESSORS;qtronic.silver.real_time;qtronic.silver.env.Timestep;qtronic.silver.macro_step;qtronic.silver.version.sp;qtronic.silver.version.minor;qtronic.silver.version.major;         u;qtronic.silver.internal.stepDisabled;qtronic.silver.internal.pauseDisabled
      8.14;    293.15;         2; 323.29422;    1e-006;    1e-006;     0.001;    1e-010;    0.0001;    1e-010;    1e-012;    0.0001;        10;-0.89428351;0.89428351;         0;-0.89428351;        10;        10;    293.15; 3.0144218;    293.15;         0;         0;         1; 323.29422; 5.9284053; 5.9284053; 5.9284053; 8.9428271; 11.182126;        10;    293.15;    293.15;0.0039215686;-8.9428271;0.89428351;-0.89428351;         0;0.89428351; 9.9999911; 9.9999911;    1e-005;7.99743e-006;    1e-005;    293.15;    293.15;0.89428351;-0.89428351; 9.9999911;0.89428351;        10;0.89428351;         1;         1;8.9428351e-006;         2;        50; 50.144218;         6;        25;        25;         2;        50; 50.144218;         0;       0.1; 3.0144218; 30.144218; 3.0144218;-3.0144218;    293.15;         0;         3;         0;         0;         0;         0;         1;         0;         0;         1;         0;         0;         1;         0;         0;         1;         0;         0;         1;      6.14;      0.14;-0.8557821; 1.1442179;       866;      0.01;      0.01;         3;         3;        32;         0;    293.15;         2;   323.256;         0;    1e-006;    1e-006;         0;     0.001;         0;    1e-010;    0.0001;         3;         0;    1e-010;         0;    1e-012;    0.0001;         0;         0;         0;         0;         0;         0;        10; -0.894402;  0.894402;         0; -0.894402;        10;        10;    293.15;   3.01064;    293.15;         0;         0;         1;   323.256;   5.93337;   5.93337;   5.93337;   323.256;   8.94401;   11.1806;        10;    293.15;   323.256;    293.15;0.00392157;  -8.94401;   323.256;  0.894402; -0.894402;         0;  0.894402;   9.99999;         0;   9.99999;    1e-005;7.99955e-006;    1e-005;    293.15;    293.15;         0;  0.894402; -0.894402;   9.99999;  0.894402;        10;  0.894402;         1;         1;         0;8.94402e-006;         0;         0;         2;         0;        50;   50.1064;         0;         6;        25;        25;         2;        50;   50.1064;         0;   323.256;       0.1;   3.01064;   30.1064;   3.01064;   323.256;  -3.01064;    293.15;         0;         6;         2;         0;     0.003;      0.01;         0;         0;1.4821969e-323;         1;         0;         0
      8.15;    293.15;         2; 323.35346;    1e-006;    1e-006;     0.001;    1e-010;    0.0001;    1e-010;    1e-012;    0.0001;        10;-0.89409774;0.89409774;         0;-0.89409774;        10;        10;    293.15; 3.0203463;    293.15;         0;         0;         1; 323.35346; 5.9206231; 5.9206231; 5.9206231; 8.9409694;  11.18445;        10;    293.15;    293.15;0.0039215686;-8.9409694;0.89409774;-0.89409774;         0;0.89409774; 9.9999911; 9.9999911;    1e-005;7.9941077e-006;    1e-005;    293.15;    293.15;0.89409774;-0.89409774; 9.9999911;0.89409774;        10;0.89409774;         1;         1;8.9409774e-006;         2;        50; 50.203463;         6;        25;        25;         2;        50; 50.203463;         0;       0.1; 3.0203463; 30.203463; 3.0203463;-3.0203463;    293.15;         0;         3;         0;         0;         0;         0;         1;         0;         0;         1;         0;         0;         1;         0;         0;         1;         0;         0;         1;      6.15;      0.15;-0.79653697;  1.203463;       867;      0.01;      0.01;         3;         3;        32;         0;    293.15;         2;   323.316;         0;    1e-006;    1e-006;         0;     0.001;         0;    1e-010;    0.0001;         3;         0;    1e-010;         0;    1e-012;    0.0001;         0;         0;         0;         0;         0;         0;        10; -0.894216;  0.894216;         0; -0.894216;        10;        10;    293.15;   3.01657;    293.15;         0;         0;         1;   323.316;   5.92558;   5.92558;   5.92558;   323.316;   8.94215;    11.183;        10;    293.15;   323.316;    293.15;0.00392157;  -8.94215;   323.316;  0.894216; -0.894216;         0;  0.894216;   9.99999;         0;   9.99999;    1e-005;7.99622e-006;    1e-005;    293.15;    293.15;         0;  0.894216; -0.894216;   9.99999;  0.894216;        10;  0.894216;         1;         1;         0;8.94216e-006;         0;         0;         2;         0;        50;   50.1657;         0;         6;        25;        25;         2;        50;   50.1657;         0;   323.316;       0.1;   3.01657;   30.1657;   3.01657;   323.316;  -3.01657;    293.15;         0;         6;         2;         0;     0.003;      0.01;         0;         0;1.4821969e-323;         1;         0;         0
      8.16;    293.15;         2; 323.41263;    1e-006;    1e-006;     0.001;    1e-010;    0.0001;    1e-010;    1e-012;    0.0001;        10;-0.89391229;0.89391229;         0;-0.89391229;        10;        10;    293.15;  3.026263;    293.15;         0;         0;         1; 323.41263; 5.9128519; 5.9128519; 5.9128519; 8.9391149;  11.18677;        10;    293.15;    293.15;0.0039215686;-8.9391149;0.89391229;-0.89391229;         0;0.89391229; 9.9999911; 9.9999911;    1e-005;7.9907919e-006;    1e-005;    293.15;    293.15;0.89391229;-0.89391229; 9.9999911;0.89391229;        10;0.89391229;         1;         1;8.9391229e-006;         2;        50;  50.26263;         6;        25;        25;         2;        50;  50.26263;         0;       0.1;  3.026263;  30.26263;  3.026263; -3.026263;    293.15;         0;         3;         0;         0;         0;         0;         1;         0;         0;         1;         0;         0;         1;         0;         0;         1;         0;         0;         1;      6.16;      0.16;-0.7373696; 1.2626304;       868;      0.01;      0.01;         3;         3;        32;         0;    293.15;         2;   323.375;         0;    1e-006;    1e-006;         0;     0.001;         0;    1e-010;    0.0001;         3;         0;    1e-010;         0;    1e-012;    0.0001;         0;         0;         0;         0;         0;         0;        10;  -0.89403;   0.89403;         0;  -0.89403;        10;        10;    293.15;   3.02249;    293.15;         0;         0;         1;   323.375;    5.9178;    5.9178;    5.9178;   323.375;    8.9403;   11.1853;        10;    293.15;   323.375;    293.15;0.00392157;   -8.9403;   323.375;   0.89403;  -0.89403;         0;   0.89403;   9.99999;         0;   9.99999;    1e-005;7.9929e-006;    1e-005;    293.15;    293.15;         0;   0.89403;  -0.89403;   9.99999;   0.89403;        10;   0.89403;         1;         1;         0;8.9403e-006;         0;         0;         2;         0;        50;   50.2249;         0;         6;        25;        25;         2;        50;   50.2249;         0;   323.375;       0.1;   3.02249;   30.2249;   3.02249;   323.375;  -3.02249;    293.15;         0;         6;         2;         0;     0.003;      0.01;         0;         0;1.4821969e-323;         1;         0;         0
      8.17;    293.15;         2; 323.47172;    1e-006;    1e-006;     0.001;    1e-010;    0.0001;    1e-010;    1e-012;    0.0001;        10;-0.89372717;0.89372717;         0;-0.89372717;        10;        10;    293.15;  3.032172;    293.15;         0;         0;         1; 323.47172; 5.9050917; 5.9050917; 5.9050917; 8.9372637; 11.189087;        10;    293.15;    293.15;0.0039215686;-8.9372637;0.89372717;-0.89372717;         0;0.89372717; 9.9999911; 9.9999911;    1e-005;7.9874825e-006;    1e-005;    293.15;    293.15;0.89372717;-0.89372717; 9.9999911;0.89372717;        10;0.89372717;         1;         1;8.9372717e-006;         2;        50;  50.32172;         6;        25;        25;         2;        50;  50.32172;         0;       0.1;  3.032172;  30.32172;  3.032172; -3.032172;    293.15;         0;         3;         0;         0;         0;         0;         1;         0;         0;         1;         0;         0;         1;         0;         0;         1;         0;         0;         1;      6.17;      0.17;-0.6782799; 1.3217201;       869;      0.01;      0.01;         3;         3;        32;         0;    293.15;         2;   323.434;         0;    1e-006;    1e-006;         0;     0.001;         0;    1e-010;    0.0001;         3;         0;    1e-010;         0;    1e-012;    0.0001;         0;         0;         0;         0;         0;         0;        10; -0.893845;  0.893845;         0; -0.893845;        10;        10;    293.15;   3.02841;    293.15;         0;         0;         1;   323.434;   5.91004;   5.91004;   5.91004;   323.434;   8.93844;   11.1876;        10;    293.15;   323.434;    293.15;0.00392157;  -8.93844;   323.434;  0.893845; -0.893845;         0;  0.893845;   9.99999;         0;   9.99999;    1e-005;7.98959e-006;    1e-005;    293.15;    293.15;         0;  0.893845; -0.893845;   9.99999;  0.893845;        10;  0.893845;         1;         1;         0;8.93845e-006;         0;         0;         2;         0;        50;   50.2841;         0;         6;        25;        25;         2;        50;   50.2841;         0;   323.434;       0.1;   3.02841;   30.2841;   3.02841;   323.434;  -3.02841;    293.15;         0;         6;         2;         0;     0.003;      0.01;         0;         0;1.4821969e-323;         1;         0;         0
      8.18;    293.15;         2; 323.53073;    1e-006;    1e-006;     0.001;    1e-010;    0.0001;    1e-010;    1e-012;    0.0001;        10;-0.89354236;0.89354236;         0;-0.89354236;        10;        10;    293.15; 3.0380732;    293.15;         0;         0;         1; 323.53073; 5.8973424; 5.8973424; 5.8973424; 8.9354156; 11.191401;        10;    293.15;    293.15;0.0039215686;-8.9354156;0.89354236;-0.89354236;         0;0.89354236; 9.9999911; 9.9999911;    1e-005;7.9841794e-006;    1e-005;    293.15;    293.15;0.89354236;-0.89354236; 9.9999911;0.89354236;        10;0.89354236;         1;         1;8.9354236e-006;         2;        50; 50.380732;         6;        25;        25;         2;        50; 50.380732;         0;       0.1; 3.0380732; 30.380732; 3.0380732;-3.0380732;    293.15;         0;         3;         0;         0;         0;         0;         1;         0;         0;         1;         0;         0;         1;         0;         0;         1;         0;         0;         1;      6.18;      0.18;-0.61926773; 1.3807323;       870;      0.01;      0.01;         3;         3;        32;         0;    293.15;         2;   323.493;         0;    1e-006;    1e-006;         0;     0.001;         0;    1e-010;    0.0001;         3;         0;    1e-010;         0;    1e-012;    0.0001;         0;         0;         0;         0;         0;         0;        10;  -0.89366;   0.89366;         0;  -0.89366;        10;        10;    293.15;   3.03431;    293.15;         0;         0;         1;   323.493;   5.90228;   5.90228;   5.90228;   323.493;   8.93659;   11.1899;        10;    293.15;   323.493;    293.15;0.00392157;  -8.93659;   323.493;   0.89366;  -0.89366;         0;   0.89366;   9.99999;         0;   9.99999;    1e-005;7.98628e-006;    1e-005;    293.15;    293.15;         0;   0.89366;  -0.89366;   9.99999;   0.89366;        10;   0.89366;         1;         1;         0;8.9366e-006;         0;         0;         2;         0;        50;   50.3431;         0;         6;        25;        25;         2;        50;   50.3431;         0;   323.493;       0.1;   3.03431;   30.3431;   3.03431;   323.493;  -3.03431;    293.15;         0;         6;         2;         0;     0.003;      0.01;         0;         0;1.4821969e-323;         1;         0;         0
      8.19;    293.15;         2; 323.58967;    1e-006;    1e-006;     0.001;    1e-010;    0.0001;    1e-010;    1e-012;    0.0001;        10;-0.89335787;0.89335787;         0;-0.89335787;        10;        10;    293.15; 3.0439667;    293.15;         0;         0;         1; 323.58967;  5.889604;  5.889604;  5.889604; 8.9335707; 11.193712;        10;    293.15;    293.15;0.0039215686;-8.9335707;0.89335787;-0.89335787;         0;0.89335787; 9.9999911; 9.9999911;    1e-005;7.9808828e-006;    1e-005;    293.15;    293.15;0.89335787;-0.89335787; 9.9999911;0.89335787;        10;0.89335787;         1;         1;8.9335787e-006;         2;        50; 50.439667;         6;        25;        25;         2;        50; 50.439667;         0;       0.1; 3.0439667; 30.439667; 3.0439667;-3.0439667;    293.15;         0;         3;         0;         0;         0;         0;         1;         0;         0;         1;         0;         0;         1;         0;         0;         1;         0;         0;         1;      6.19;      0.19;-0.56033301;  1.439667;       871;      0.01;      0.01;         3;         3;        32;         0;    293.15;         2;   323.552;         0;    1e-006;    1e-006;         0;     0.001;         0;    1e-010;    0.0001;         3;         0;    1e-010;         0;    1e-012;    0.0001;         0;         0;         0;         0;         0;         0;        10; -0.893475;  0.893475;         0; -0.893475;        10;        10;    293.15;   3.04021;    293.15;         0;         0;         1;   323.552;   5.89453;   5.89453;   5.89453;   323.552;   8.93475;   11.1922;        10;    293.15;   323.552;    293.15;0.00392157;  -8.93475;   323.552;  0.893475; -0.893475;         0;  0.893475;   9.99999;         0;   9.99999;    1e-005;7.98298e-006;    1e-005;    293.15;    293.15;         0;  0.893475; -0.893475;   9.99999;  0.893475;        10;  0.893475;         1;         1;         0;8.93475e-006;         0;         0;         2;         0;        50;   50.4021;         0;         6;        25;        25;         2;        50;   50.4021;         0;   323.552;       0.1;   3.04021;   30.4021;   3.04021;   323.552;  -3.04021;    293.15;         0;         6;         2;         0;     0.003;      0.01;         0;         0;1.4821969e-323;         1;         0;         0
       8.2;    293.15;         2; 323.64852;    1e-006;    1e-006;     0.001;    1e-010;    0.0001;    1e-010;    1e-012;    0.0001;        10;-0.8931737; 0.8931737;         0;-0.8931737;        10;        10;    293.15; 3.0498524;    293.15;         0;         0;         1; 323.64852; 5.8818765; 5.8818765; 5.8818765;  8.931729; 11.196021;        10;    293.15;    293.15;0.0039215686; -8.931729; 0.8931737;-0.8931737;         0; 0.8931737; 9.9999911; 9.9999911;    1e-005;7.9775925e-006;    1e-005;    293.15;    293.15; 0.8931737;-0.8931737; 9.9999911; 0.8931737;        10; 0.8931737;         1;         1;8.931737e-006;         2;        50; 50.498524;         6;        25;        25;         2;        50; 50.498524;         0;       0.1; 3.0498524; 30.498524; 3.0498524;-3.0498524;    293.15;         0;         3;         0;         0;         0;         0;         1;         0;         0;         1;         0;         0;         1;         0;         0;         1;         0;         0;         1;       6.2;       0.2;-0.50147562; 1.4985244;       872;      0.01;      0.01;         3;         3;        32;         0;    293.15;         2;   323.611;         0;    1e-006;    1e-006;         0;     0.001;         0;    1e-010;    0.0001;         3;         0;    1e-010;         0;    1e-012;    0.0001;         0;         0;         0;         0;         0;         0;        10; -0.893291;  0.893291;         0; -0.893291;        10;        10;    293.15;    3.0461;    293.15;         0;         0;         1;   323.611;    5.8868;    5.8868;    5.8868;   323.611;    8.9329;   11.1946;        10;    293.15;   323.611;    293.15;0.00392157;   -8.9329;   323.611;  0.893291; -0.893291;         0;  0.893291;   9.99999;         0;   9.99999;    1e-005;7.97969e-006;    1e-005;    293.15;    293.15;         0;  0.893291; -0.893291;   9.99999;  0.893291;        10;  0.893291;         1;         1;         0;8.93291e-006;         0;         0;         2;         0;        50;    50.461;         0;         6;        25;        25;         2;        50;    50.461;         0;   323.611;       0.1;    3.0461;    30.461;    3.0461;   323.611;   -3.0461;    293.15;         0;         6;         2;         0;     0.003;      0.01;         0;         0;1.4821969e-323;         1;         0;         0
      8.21;    293.15;         2;  323.7073;    1e-006;    1e-006;     0.001;    1e-010;    0.0001;    1e-010;    1e-012;    0.0001;        10;-0.89298984;0.89298984;         0;-0.89298984;        10;        10;    293.15; 3.0557305;    293.15;         0;         0;         1;  323.7073;   5.87416;   5.87416;   5.87416; 8.9298904; 11.198326;        10;    293.15;    293.15;0.0039215686;-8.9298904;0.89298984;-0.89298984;         0;0.89298984; 9.9999911; 9.9999911;    1e-005;7.9743086e-006;    1e-005;    293.15;    293.15;0.89298984;-0.89298984; 9.9999911;0.89298984;        10;0.89298984;         1;         1;8.9298984e-006;         2;        50; 50.557305;         6;        25;        25;         2;        50; 50.557305;         0;       0.1; 3.0557305; 30.557305; 3.0557305;-3.0557305;    293.15;         0;         3;         0;         0;         0;         0;         1;         0;         0;         1;         0;         0;         1;         0;         0;         1;         0;         0;         1;      6.21;      0.21;-0.44269545; 1.5573046;       873;      0.01;      0.01;         3;         3;        32;         0;    293.15;         2;    323.67;         0;    1e-006;    1e-006;         0;     0.001;         0;    1e-010;    0.0001;         3;         0;    1e-010;         0;    1e-012;    0.0001;         0;         0;         0;         0;         0;         0;        10; -0.893107;  0.893107;         0; -0.893107;        10;        10;    293.15;   3.05199;    293.15;         0;         0;         1;    323.67;   5.87907;   5.87907;   5.87907;    323.67;   8.93106;   11.1969;        10;    293.15;    323.67;    293.15;0.00392157;  -8.93106;    323.67;  0.893107; -0.893107;         0;  0.893107;   9.99999;         0;   9.99999;    1e-005;7.9764e-006;    1e-005;    293.15;    293.15;         0;  0.893107; -0.893107;   9.99999;  0.893107;        10;  0.893107;         1;         1;         0;8.93107e-006;         0;         0;         2;         0;        50;   50.5199;         0;         6;        25;        25;         2;        50;   50.5199;         0;    323.67;       0.1;   3.05199;   30.5199;   3.05199;    323.67;  -3.05199;    293.15;         0;         6;         2;         0;     0.003;      0.01;         0;         0;1.4821969e-323;         1;         0;         0
      8.22;    293.15;         2; 323.76601;    1e-006;    1e-006;     0.001;    1e-010;    0.0001;    1e-010;    1e-012;    0.0001;        10;-0.8928063; 0.8928063;         0;-0.8928063;        10;        10;    293.15; 3.0616008;    293.15;         0;         0;         1; 323.76601; 5.8664543; 5.8664543; 5.8664543; 8.9280551; 11.200628;        10;    293.15;    293.15;0.0039215686;-8.9280551; 0.8928063;-0.8928063;         0; 0.8928063; 9.9999911; 9.9999911;    1e-005;7.971031e-006;    1e-005;    293.15;    293.15; 0.8928063;-0.8928063; 9.9999911; 0.8928063;        10; 0.8928063;         1;         1;8.928063e-006;         2;        50; 50.616008;         6;        25;        25;         2;        50; 50.616008;         0;       0.1; 3.0616008; 30.616008; 3.0616008;-3.0616008;    293.15;         0;         3;         0;         0;         0;         0;         1;         0;         0;         1;         0;         0;         1;         0;         0;         1;         0;         0;         1;      6.22;      0.22;-0.38399238; 1.6160076;       874;      0.01;      0.01;         3;         3;        32;         0;    293.15;         2;   323.729;         0;    1e-006;    1e-006;         0;     0.001;         0;    1e-010;    0.0001;         3;         0;    1e-010;         0;    1e-012;    0.0001;         0;         0;         0;         0;         0;         0;        10; -0.892923;  0.892923;         0; -0.892923;        10;        10;    293.15;   3.05786;    293.15;         0;         0;         1;   323.729;   5.87136;   5.87136;   5.87136;   323.729;   8.92922;   11.1992;        10;    293.15;   323.729;    293.15;0.00392157;  -8.92922;   323.729;  0.892923; -0.892923;         0;  0.892923;   9.99999;         0;   9.99999;    1e-005;7.97312e-006;    1e-005;    293.15;    293.15;         0;  0.892923; -0.892923;   9.99999;  0.892923;        10;  0.892923;         1;         1;         0;8.92923e-006;         0;         0;         2;         0;        50;   50.5786;         0;         6;        25;        25;         2;        50;   50.5786;         0;   323.729;       0.1;   3.05786;   30.5786;   3.05786;   323.729;  -3.05786;    293.15;         0;         6;         2;         0;     0.003;      0.01;         0;         0;1.4821969e-323;         1;         0;         0
      8.23;    293.15;         2; 323.82463;    1e-006;    1e-006;     0.001;    1e-010;    0.0001;    1e-010;    1e-012;    0.0001;        10;-0.89262308;0.89262308;         0;-0.89262308;        10;        10;    293.15; 3.0674634;    293.15;         0;         0;         1; 323.82463; 5.8587595; 5.8587595; 5.8587595; 8.9262229; 11.202927;        10;    293.15;    293.15;0.0039215686;-8.9262229;0.89262308;-0.89262308;         0;0.89262308; 9.9999911; 9.9999911;    1e-005;7.9677597e-006;    1e-005;    293.15;    293.15;0.89262308;-0.89262308; 9.9999911;0.89262308;        10;0.89262308;         1;         1;8.9262308e-006;         2;        50; 50.674634;         6;        25;        25;         2;        50; 50.674634;         0;       0.1; 3.0674634; 30.674634; 3.0674634;-3.0674634;    293.15;         0;         3;         0;         0;         0;         0;         1;         0;         0;         1;         0;         0;         1;         0;         0;         1;         0;         0;         1;      6.23;      0.23;-0.32536632; 1.6746337;       875;      0.01;      0.01;         3;         3;        32;         0;    293.15;         2;   323.787;         0;    1e-006;    1e-006;         0;     0.001;         0;    1e-010;    0.0001;         3;         0;    1e-010;         0;    1e-012;    0.0001;         0;         0;         0;         0;         0;         0;        10;  -0.89274;   0.89274;         0;  -0.89274;        10;        10;    293.15;   3.06373;    293.15;         0;         0;         1;   323.787;   5.86366;   5.86366;   5.86366;   323.787;   8.92739;   11.2015;        10;    293.15;   323.787;    293.15;0.00392157;  -8.92739;   323.787;   0.89274;  -0.89274;         0;   0.89274;   9.99999;         0;   9.99999;    1e-005;7.96984e-006;    1e-005;    293.15;    293.15;         0;   0.89274;  -0.89274;   9.99999;   0.89274;        10;   0.89274;         1;         1;         0;8.9274e-006;         0;         0;         2;         0;        50;   50.6373;         0;         6;        25;        25;         2;        50;   50.6373;         0;   323.787;       0.1;   3.06373;   30.6373;   3.06373;   323.787;  -3.06373;    293.15;         0;         6;         2;         0;     0.003;      0.01;         0;         0;1.4821969e-323;         1;         0;         0
      8.24;    293.15;         2; 323.88318;    1e-006;    1e-006;     0.001;    1e-010;    0.0001;    1e-010;    1e-012;    0.0001;        10;-0.89244018;0.89244018;         0;-0.89244018;        10;        10;    293.15; 3.0733183;    293.15;         0;         0;         1; 323.88318; 5.8510755; 5.8510755; 5.8510755; 8.9243938; 11.205223;        10;    293.15;    293.15;0.0039215686;-8.9243938;0.89244018;-0.89244018;         0;0.89244018; 9.9999911; 9.9999911;    1e-005;7.9644947e-006;    1e-005;    293.15;    293.15;0.89244018;-0.89244018; 9.9999911;0.89244018;        10;0.89244018;         1;         1;8.9244018e-006;         2;        50; 50.733183;         6;        25;        25;         2;        50; 50.733183;         0;       0.1; 3.0733183; 30.733183; 3.0733183;-3.0733183;    293.15;         0;         3;         0;         0;         0;         0;         1;         0;         0;         1;         0;         0;         1;         0;         0;         1;         0;         0;         1;      6.24;      0.24;-0.26681716; 1.7331828;       876;      0.01;      0.01;         3;         3;        32;         0;    293.15;         2;   323.846;         0;    1e-006;    1e-006;         0;     0.001;         0;    1e-010;    0.0001;         3;         0;    1e-010;         0;    1e-012;    0.0001;         0;         0;         0;         0;         0;         0;        10; -0.892557;  0.892557;         0; -0.892557;        10;        10;    293.15;   3.06959;    293.15;         0;         0;         1;   323.846;   5.85597;   5.85597;   5.85597;   323.846;   8.92556;   11.2038;        10;    293.15;   323.846;    293.15;0.00392157;  -8.92556;   323.846;  0.892557; -0.892557;         0;  0.892557;   9.99999;         0;   9.99999;    1e-005;7.96657e-006;    1e-005;    293.15;    293.15;         0;  0.892557; -0.892557;   9.99999;  0.892557;        10;  0.892557;         1;         1;         0;8.92557e-006;         0;         0;         2;         0;        50;   50.6959;         0;         6;        25;        25;         2;        50;   50.6959;         0;   323.846;       0.1;   3.06959;   30.6959;   3.06959;   323.846;  -3.06959;    293.15;         0;         6;         2;         0;     0.003;      0.01;         0;         0;1.4821969e-323;         1;         0;         0
